Model_Infolen,Additional_Descriptionlen,char_count,word_count,word_density,noun_count,verb_count,adj_count,adv_count
46,158,205,29,6.833333333333333,13,2,5,3
60,94,155,24,6.2,16,1,4,1
34,27,62,9,6.2,3,0,2,1
31,71,103,16,6.0588235294117645,7,1,3,1
61,107,169,27,6.035714285714286,9,4,5,1
53,90,144,25,5.538461538461538,12,2,5,1
12,55,68,12,5.230769230769231,7,0,1,1
59,28,88,12,6.769230769230769,4,0,4,2
13,127,141,22,6.130434782608695,11,1,1,1
13,252,266,36,7.1891891891891895,13,5,5,2
15,245,261,41,6.214285714285714,18,2,5,1
41,22,64,11,5.333333333333333,4,1,1,2
28,378,407,55,7.267857142857143,26,6,8,1
45,56,102,17,5.666666666666667,6,1,6,1
20,156,177,27,6.321428571428571,14,2,3,0
41,712,754,91,8.195652173913043,23,8,7,3
18,26,45,5,7.5,3,0,2,0
14,113,128,19,6.4,9,1,3,1
21,147,169,23,7.041666666666667,8,3,3,1
28,135,164,24,6.56,10,0,4,1
21,89,111,17,6.166666666666667,11,0,4,0
10,42,53,9,5.3,4,1,3,1
37,83,121,17,6.722222222222222,8,1,6,1
33,22,56,8,6.222222222222222,2,0,2,2
23,12,36,5,6.0,2,0,1,0
16,21,38,6,5.428571428571429,3,0,2,0
41,94,136,17,7.555555555555555,7,0,5,0
48,69,118,20,5.619047619047619,9,1,4,3
35,99,135,21,6.136363636363637,8,1,5,0
9,72,82,12,6.3076923076923075,6,0,1,0
34,202,237,40,5.780487804878049,24,5,5,1
35,57,93,15,5.8125,5,3,2,1
48,45,94,11,7.833333333333333,2,2,3,1
14,527,542,65,8.212121212121213,18,2,8,2
70,351,422,51,8.115384615384615,15,4,10,0
22,146,169,25,6.5,9,3,6,2
60,22,83,11,6.916666666666667,5,1,4,0
28,34,63,11,5.25,6,0,1,1
56,101,158,24,6.32,10,1,4,2
10,56,67,14,4.466666666666667,7,1,2,0
66,12,79,13,5.642857142857143,5,1,2,2
37,20,58,10,5.2727272727272725,5,1,2,0
38,401,440,66,6.567164179104478,21,7,10,4
40,44,85,16,5.0,7,2,4,0
12,45,58,9,5.8,5,0,1,0
13,109,123,18,6.473684210526316,9,1,7,0
28,157,186,26,6.888888888888889,6,4,6,1
45,203,249,34,7.114285714285714,15,2,6,0
38,16,55,9,5.5,3,0,2,1
64,20,85,13,6.071428571428571,8,0,3,0
41,155,197,29,6.566666666666666,11,2,8,1
36,415,452,54,8.218181818181819,20,7,5,0
26,263,290,33,8.529411764705882,13,0,3,1
51,22,74,11,6.166666666666667,5,0,2,0
36,77,114,14,7.6,9,0,2,1
14,46,61,12,4.6923076923076925,6,0,1,0
20,19,40,8,4.444444444444445,3,0,1,1
33,124,158,22,6.869565217391305,11,1,5,1
21,64,86,13,6.142857142857143,5,1,4,0
66,104,171,24,6.84,7,2,8,2
18,12,31,5,5.166666666666667,1,0,2,1
31,12,44,7,5.5,3,0,1,1
14,144,159,23,6.625,8,2,3,2
66,54,121,17,6.722222222222222,9,1,5,1
61,88,150,24,6.0,9,1,5,2
72,19,92,13,6.571428571428571,6,0,4,1
29,17,47,9,4.7,3,1,3,0
23,71,95,15,5.9375,7,2,1,0
56,86,143,23,5.958333333333333,10,1,5,3
58,68,127,21,5.7727272727272725,7,2,6,0
13,83,97,17,5.388888888888889,7,0,4,1
36,74,111,18,5.842105263157895,7,0,4,2
24,39,64,12,4.923076923076923,6,1,2,0
33,443,477,57,8.224137931034482,17,1,14,3
28,459,488,66,7.2835820895522385,28,7,6,1
81,16,98,16,5.764705882352941,7,0,7,0
62,178,241,33,7.088235294117647,16,1,6,1
34,835,870,104,8.285714285714286,64,5,10,0
21,226,248,38,6.358974358974359,15,3,3,3
15,62,78,12,6.0,6,0,1,1
38,72,111,17,6.166666666666667,8,2,1,1
13,185,199,26,7.37037037037037,11,1,6,1
44,363,408,56,7.157894736842105,21,5,8,2
57,12,70,10,6.363636363636363,5,1,2,1
21,21,43,7,5.375,3,0,1,1
41,26,68,10,6.181818181818182,6,0,3,0
61,91,153,26,5.666666666666667,5,2,7,2
33,16,50,7,6.25,3,1,2,0
30,148,179,26,6.62962962962963,9,4,8,2
22,72,95,15,5.9375,8,1,3,1
26,46,73,13,5.214285714285714,6,0,2,0
47,57,105,13,7.5,2,0,3,0
70,98,169,23,7.041666666666667,11,0,3,1
26,19,46,6,6.571428571428571,4,0,1,0
46,62,109,16,6.411764705882353,5,3,3,1
39,15,55,7,6.875,2,0,3,1
26,52,79,13,5.642857142857143,3,1,2,2
26,25,52,7,6.5,2,0,1,1
18,53,72,12,5.538461538461538,5,0,2,1
47,178,226,27,8.071428571428571,7,1,4,1
32,116,149,24,5.96,11,3,3,1
43,325,369,47,7.6875,19,1,9,1
19,644,664,89,7.377777777777778,25,5,6,3
22,23,46,6,6.571428571428571,3,0,1,0
37,74,112,18,5.894736842105263,9,1,2,0
22,200,223,37,5.868421052631579,23,1,9,2
59,114,174,25,6.6923076923076925,12,1,4,1
82,234,317,48,6.469387755102041,19,3,12,2
15,369,385,57,6.637931034482759,23,5,9,3
33,156,190,29,6.333333333333333,12,6,5,2
30,115,146,20,6.9523809523809526,8,1,6,1
15,57,73,12,5.615384615384615,5,1,0,1
19,341,361,45,7.8478260869565215,14,7,8,2
37,338,376,44,8.355555555555556,11,3,6,0
66,31,98,17,5.444444444444445,5,1,2,2
15,67,83,12,6.384615384615385,7,0,2,0
14,30,45,8,5.0,5,0,1,0
56,110,167,25,6.423076923076923,15,1,7,1
13,58,72,12,5.538461538461538,3,1,2,1
26,170,197,28,6.793103448275862,6,3,2,1
33,16,50,7,6.25,2,0,2,1
17,81,99,14,6.6,6,1,5,0
70,99,170,21,7.7272727272727275,10,2,1,1
54,269,324,58,5.491525423728813,21,1,10,0
35,178,214,25,8.23076923076923,6,1,3,1
16,89,106,17,5.888888888888889,8,0,6,0
11,282,294,42,6.837209302325581,12,5,8,2
16,144,161,26,5.962962962962963,11,3,6,0
41,78,120,18,6.315789473684211,10,1,3,1
16,88,105,17,5.833333333333333,7,1,5,1
56,116,173,25,6.653846153846154,12,2,2,2
12,75,88,14,5.866666666666666,4,0,3,0
17,156,174,26,6.444444444444445,10,6,4,2
28,300,329,47,6.854166666666667,17,1,5,0
64,1517,1582,194,8.112820512820512,83,14,26,4
16,46,63,10,5.7272727272727275,4,1,3,1
48,277,326,38,8.35897435897436,5,3,5,0
53,58,112,16,6.588235294117647,10,0,2,0
26,158,185,37,4.868421052631579,26,1,4,1
20,34,55,8,6.111111111111111,4,0,3,0
41,106,148,19,7.4,5,0,4,0
20,26,47,7,5.875,4,0,0,0
55,57,113,20,5.380952380952381,10,1,2,2
24,68,93,12,7.153846153846154,6,0,2,2
60,119,180,27,6.428571428571429,9,2,7,2
41,74,116,18,6.105263157894737,6,1,4,1
58,147,206,28,7.103448275862069,9,3,6,1
40,193,234,27,8.357142857142858,6,0,6,3
26,83,110,16,6.470588235294118,4,1,2,1
41,12,54,7,6.75,4,0,1,1
23,16,40,6,5.714285714285714,3,0,2,0
15,92,108,15,6.75,5,0,4,1
22,154,177,27,6.321428571428571,11,4,6,2
26,76,103,17,5.722222222222222,8,0,3,2
19,546,566,77,7.256410256410256,29,6,9,2
34,107,142,26,5.2592592592592595,12,0,7,0
63,553,617,94,6.494736842105263,30,10,16,2
16,20,37,7,4.625,2,0,3,1
67,8,76,10,6.909090909090909,4,1,4,1
41,446,488,73,6.594594594594595,27,7,9,1
13,35,49,7,6.125,5,0,0,1
17,493,511,61,8.241935483870968,17,2,7,1
44,22,67,11,5.583333333333333,4,0,3,1
32,56,89,13,6.357142857142857,4,2,2,1
30,12,43,7,5.375,3,0,2,0
26,74,101,15,6.3125,2,2,4,1
29,48,78,12,6.0,5,0,3,0
44,16,61,9,6.1,5,2,0,0
37,142,180,25,6.923076923076923,9,1,3,0
30,61,92,14,6.133333333333334,2,1,1,2
43,27,71,12,5.461538461538462,5,0,4,1
42,12,55,7,6.875,2,0,3,1
18,40,59,8,6.555555555555555,3,1,1,1
44,41,86,14,5.733333333333333,5,0,3,0
63,80,144,21,6.545454545454546,9,3,3,1
42,71,114,20,5.428571428571429,13,1,1,1
35,12,48,9,4.8,5,1,0,0
33,74,108,16,6.352941176470588,6,3,3,0
18,177,196,26,7.2592592592592595,8,2,5,1
66,88,155,20,7.380952380952381,7,2,6,0
43,40,84,13,6.0,7,0,2,1
56,101,158,23,6.583333333333333,12,1,2,1
27,16,44,9,4.4,5,1,1,0
12,127,140,21,6.363636363636363,10,1,3,2
32,89,122,16,7.176470588235294,5,1,2,0
28,102,131,16,7.705882352941177,8,0,5,3
40,55,96,12,7.384615384615385,7,1,3,0
30,172,203,25,7.8076923076923075,7,4,4,4
26,53,80,11,6.666666666666667,5,1,3,0
37,58,96,15,6.0,8,0,3,0
18,20,39,6,5.571428571428571,1,0,0,1
36,60,97,17,5.388888888888889,10,2,2,1
13,111,125,18,6.578947368421052,11,0,6,1
37,68,106,18,5.578947368421052,9,2,1,0
41,97,139,22,6.043478260869565,12,1,5,1
26,182,209,28,7.206896551724138,12,2,5,3
24,895,920,126,7.244094488188976,29,6,8,3
19,196,216,27,7.714285714285714,6,1,4,1
26,13,40,9,4.0,4,0,2,0
20,66,87,15,5.4375,9,0,1,0
33,339,373,46,7.9361702127659575,18,6,7,1
44,76,121,17,6.722222222222222,5,3,2,1
17,65,83,13,5.928571428571429,4,1,3,2
8,37,46,8,5.111111111111111,4,1,1,0
66,61,128,20,6.095238095238095,6,1,7,1
48,350,399,48,8.142857142857142,14,5,7,0
27,39,67,10,6.090909090909091,2,0,4,1
14,65,80,17,4.444444444444445,8,0,4,1
44,64,109,19,5.45,9,1,5,0
39,319,359,47,7.479166666666667,18,7,8,2
11,236,248,32,7.515151515151516,11,1,9,2
58,429,488,65,7.393939393939394,27,5,11,0
15,150,166,23,6.916666666666667,8,2,7,0
12,126,139,26,5.148148148148148,10,0,6,0
46,409,456,66,6.8059701492537314,32,6,9,2
18,203,222,32,6.7272727272727275,13,3,8,1
59,530,590,74,7.866666666666666,22,3,9,2
45,77,123,21,5.590909090909091,9,0,2,0
42,172,215,31,6.71875,19,1,6,2
27,24,52,9,5.2,4,1,2,0
60,106,167,21,7.590909090909091,5,2,3,2
59,12,72,11,6.0,5,1,3,0
28,14,43,9,4.3,4,2,1,0
13,49,63,8,7.0,2,0,0,1
18,503,522,63,8.15625,20,3,6,1
39,258,298,35,8.277777777777779,6,1,5,1
28,117,146,23,6.083333333333333,14,4,1,0
15,99,115,15,7.1875,4,1,2,2
25,44,70,13,5.0,3,2,3,1
43,46,90,15,5.625,7,0,4,0
28,155,184,30,5.935483870967742,9,1,3,3
55,148,204,33,6.0,18,0,8,0
42,524,567,80,7.0,30,8,11,1
21,83,105,15,6.5625,11,1,2,1
15,124,140,22,6.086956521739131,8,2,1,1
16,95,112,19,5.6,11,2,2,1
14,147,162,29,5.4,13,1,8,1
59,20,80,13,5.714285714285714,4,0,3,1
37,523,561,79,7.0125,28,6,9,2
67,339,407,61,6.564516129032258,30,6,11,2
21,126,148,21,6.7272727272727275,8,1,7,0
47,72,120,18,6.315789473684211,6,0,4,1
21,59,81,14,5.4,4,0,4,1
26,12,39,5,6.5,3,0,0,0
19,215,235,39,5.875,8,4,2,1
28,12,41,7,5.125,4,0,1,0
18,61,80,13,5.714285714285714,7,0,1,1
27,46,74,14,4.933333333333334,7,1,3,1
54,21,76,13,5.428571428571429,7,0,2,1
24,120,145,20,6.904761904761905,6,0,2,1
45,504,550,72,7.534246575342466,27,10,8,3
29,78,108,19,5.4,10,0,3,0
21,298,320,51,6.153846153846154,25,6,6,1
39,100,140,24,5.6,10,3,3,3
49,63,113,18,5.947368421052632,8,1,5,1
14,29,44,6,6.285714285714286,1,0,0,1
18,113,132,17,7.333333333333333,4,2,2,1
19,19,39,6,5.571428571428571,2,0,1,0
44,64,109,17,6.055555555555555,8,0,3,1
34,208,243,33,7.147058823529412,12,3,3,1
47,196,244,36,6.594594594594595,18,5,6,2
42,471,514,68,7.449275362318841,20,10,12,3
23,155,179,25,6.884615384615385,6,2,5,3
51,269,321,45,6.978260869565218,12,6,9,2
21,258,280,44,6.222222222222222,13,1,1,1
20,68,89,13,6.357142857142857,3,0,3,1
21,151,173,27,6.178571428571429,9,1,6,1
22,87,110,17,6.111111111111111,9,0,3,1
28,51,80,12,6.153846153846154,3,2,3,2
22,89,112,15,7.0,6,0,4,0
42,49,92,15,5.75,5,0,4,1
29,187,217,29,7.233333333333333,13,4,3,1
26,88,115,16,6.764705882352941,8,1,4,1
63,48,112,17,6.222222222222222,7,0,4,1
22,36,59,10,5.363636363636363,6,1,2,0
70,47,118,17,6.555555555555555,7,1,3,4
22,52,75,13,5.357142857142857,5,0,2,1
21,16,38,6,5.428571428571429,3,1,0,1
23,26,50,8,5.555555555555555,5,0,0,1
50,531,582,80,7.185185185185185,29,6,9,3
45,343,389,46,8.27659574468085,13,3,8,1
37,179,217,31,6.78125,12,3,5,1
39,14,54,8,6.0,6,0,2,0
37,77,115,18,6.052631578947368,9,1,4,1
14,143,158,26,5.851851851851852,18,1,3,1
45,70,116,21,5.2727272727272725,10,0,3,1
26,279,306,45,6.6521739130434785,16,2,4,0
24,115,140,24,5.6,10,2,4,2
65,310,376,48,7.673469387755102,18,3,10,2
26,29,56,10,5.090909090909091,8,0,1,0
50,187,238,33,7.0,16,0,8,1
29,42,72,13,5.142857142857143,5,0,2,1
31,19,51,7,6.375,3,0,1,1
34,277,312,35,8.666666666666666,6,2,4,0
37,27,65,12,5.0,5,0,3,0
28,12,41,6,5.857142857142857,3,0,1,0
37,412,450,49,9.0,8,2,3,1
40,52,93,14,6.2,5,1,1,1
35,192,228,32,6.909090909090909,20,2,6,1
31,79,111,16,6.529411764705882,6,0,4,0
15,111,127,23,5.291666666666667,9,2,3,2
50,57,108,17,6.0,8,3,2,1
23,54,78,15,4.875,8,1,3,0
36,201,238,37,6.2631578947368425,22,0,8,3
15,44,60,10,5.454545454545454,5,1,3,0
58,53,112,17,6.222222222222222,5,5,3,2
45,15,61,10,5.545454545454546,4,1,1,2
46,340,387,48,7.8979591836734695,16,6,10,2
18,58,77,12,5.923076923076923,3,1,0,2
47,241,289,34,8.257142857142858,10,2,2,0
25,97,123,25,4.730769230769231,14,2,2,0
18,55,74,10,6.7272727272727275,3,1,1,2
12,73,86,11,7.166666666666667,6,0,1,0
21,103,125,18,6.578947368421052,6,1,6,0
68,100,169,28,5.827586206896552,14,2,6,0
37,14,52,9,5.2,4,0,1,1
13,261,275,37,7.2368421052631575,13,4,5,1
15,61,77,11,6.416666666666667,5,2,2,0
19,31,51,8,5.666666666666667,2,0,2,1
28,179,208,33,6.117647058823529,12,4,6,2
42,115,158,25,6.076923076923077,15,1,7,0
15,40,56,9,5.6,4,1,2,0
52,76,129,17,7.166666666666667,4,2,4,2
14,329,344,47,7.166666666666667,22,6,5,1
47,43,91,14,6.066666666666666,9,0,4,0
19,64,84,13,6.0,5,0,2,1
43,26,70,12,5.384615384615385,5,1,0,0
34,19,54,9,5.4,3,2,0,1
43,114,158,23,6.583333333333333,11,2,4,1
41,187,229,33,6.735294117647059,14,4,7,1
29,46,76,10,6.909090909090909,4,2,2,0
24,100,125,23,5.208333333333333,6,1,10,3
14,12,27,4,5.4,1,0,0,1
20,287,308,48,6.285714285714286,5,0,1,1
73,121,195,26,7.222222222222222,10,4,5,0
43,334,378,46,8.042553191489361,16,5,12,0
27,93,121,20,5.761904761904762,7,1,5,1
36,268,305,43,6.931818181818182,20,4,6,0
15,375,391,52,7.377358490566038,21,13,7,4
20,13,34,7,4.25,4,1,0,0
28,84,113,17,6.277777777777778,5,2,6,2
18,63,82,13,5.857142857142857,6,0,1,2
53,49,103,18,5.421052631578948,10,1,4,1
64,549,614,84,7.223529411764706,30,6,11,4
50,244,295,46,6.276595744680851,16,5,5,0
69,18,88,12,6.769230769230769,6,0,3,0
32,39,72,10,6.545454545454546,4,0,3,2
61,73,135,22,5.869565217391305,11,2,2,1
20,53,74,12,5.6923076923076925,7,0,2,0
19,39,59,12,4.538461538461538,4,1,1,0
21,37,59,11,4.916666666666667,4,2,1,0
43,287,331,49,6.62,6,2,2,0
33,89,123,17,6.833333333333333,8,1,2,0
37,81,119,18,6.2631578947368425,7,2,3,3
14,14,29,6,4.142857142857143,2,1,0,1
30,95,126,19,6.3,6,0,3,1
72,82,155,22,6.739130434782608,9,4,5,2
12,99,112,18,5.894736842105263,6,2,2,1
33,55,89,13,6.357142857142857,7,1,3,1
30,156,187,28,6.448275862068965,13,6,5,1
49,19,69,13,4.928571428571429,6,1,2,0
41,347,389,47,8.104166666666666,12,4,8,1
32,12,45,8,5.0,5,0,2,0
17,12,30,4,6.0,1,1,0,1
49,289,339,50,6.647058823529412,15,7,11,1
14,52,67,12,5.153846153846154,5,3,4,0
29,23,53,8,5.888888888888889,3,0,3,1
41,118,160,24,6.4,9,2,2,1
49,273,323,40,7.878048780487805,22,3,5,0
35,78,114,18,6.0,7,4,3,0
30,27,58,10,5.2727272727272725,2,2,2,1
20,127,148,26,5.481481481481482,13,1,4,1
13,117,131,19,6.55,9,0,4,3
27,122,150,24,6.0,12,4,2,2
46,540,587,81,7.158536585365853,29,5,12,3
35,247,283,36,7.648648648648648,12,5,5,2
37,112,150,24,6.0,10,3,5,2
24,78,103,18,5.421052631578948,7,1,3,0
33,69,103,15,6.4375,3,2,4,2
43,342,386,46,8.212765957446809,12,4,6,1
69,30,100,18,5.2631578947368425,4,2,4,3
24,241,266,32,8.06060606060606,7,3,3,0
31,467,499,67,7.338235294117647,18,6,8,1
63,168,232,37,6.105263157894737,18,2,4,2
13,109,123,17,6.833333333333333,7,1,3,1
33,287,321,50,6.294117647058823,7,0,2,0
18,68,87,14,5.8,4,0,2,1
57,250,308,45,6.695652173913044,20,5,7,2
15,167,183,27,6.535714285714286,7,2,7,0
21,44,66,11,5.5,3,0,5,0
45,339,385,53,7.12962962962963,12,6,12,2
65,211,277,45,6.021739130434782,24,4,11,0
48,28,77,12,5.923076923076923,3,1,2,2
19,12,32,5,5.333333333333333,2,1,1,0
18,50,69,14,4.6,3,2,4,1
23,348,372,50,7.294117647058823,17,6,9,3
24,138,163,21,7.409090909090909,5,4,3,2
22,316,339,43,7.704545454545454,15,2,9,2
21,308,330,43,7.5,15,2,9,2
13,134,148,21,6.7272727272727275,13,0,1,1
38,19,58,9,5.8,3,0,2,1
26,347,374,45,8.130434782608695,12,4,6,1
22,70,93,13,6.642857142857143,5,0,5,1
22,15,38,6,5.428571428571429,4,0,1,1
40,337,378,56,6.631578947368421,17,6,9,2
18,82,101,14,6.733333333333333,6,1,2,1
25,109,135,21,6.136363636363637,8,2,7,1
41,44,86,12,6.615384615384615,7,0,2,0
37,123,161,23,6.708333333333333,7,1,7,1
39,46,86,13,6.142857142857143,5,2,2,1
48,56,105,18,5.526315789473684,9,0,4,1
36,45,82,13,5.857142857142857,10,0,2,0
17,64,82,12,6.3076923076923075,3,0,3,1
47,858,906,139,6.4714285714285715,37,10,9,2
30,59,90,14,6.0,5,0,3,2
16,141,158,25,6.076923076923077,17,0,7,1
12,193,206,27,7.357142857142857,10,1,3,2
16,193,210,24,8.4,5,1,5,2
51,75,127,18,6.684210526315789,7,0,8,1
14,12,27,4,5.4,1,0,0,1
31,27,59,9,5.9,2,1,2,0
24,96,121,21,5.5,10,1,3,0
45,78,124,21,5.636363636363637,10,0,7,1
36,55,92,13,6.571428571428571,6,0,4,1
25,40,66,12,5.076923076923077,4,0,3,1
71,375,447,61,7.209677419354839,25,5,10,4
30,339,370,47,7.708333333333333,19,6,7,2
53,56,110,17,6.111111111111111,7,3,4,0
16,15,32,5,5.333333333333333,2,1,0,0
19,350,370,48,7.551020408163265,20,12,8,3
36,20,57,10,5.181818181818182,6,0,2,1
29,175,205,27,7.321428571428571,10,1,3,1
21,94,116,18,6.105263157894737,6,1,5,1
52,347,400,48,8.16326530612245,12,5,7,1
15,81,97,15,6.0625,7,3,0,0
38,80,119,21,5.409090909090909,9,2,3,1
13,27,41,7,5.125,5,1,1,0
54,214,269,36,7.27027027027027,7,1,4,3
45,380,426,52,8.037735849056604,13,1,8,1
14,89,104,17,5.777777777777778,8,0,3,0
27,120,148,22,6.434782608695652,11,2,4,2
20,94,115,15,7.1875,1,0,0,1
30,132,163,25,6.269230769230769,12,3,4,0
57,235,293,38,7.512820512820513,11,2,4,1
23,90,114,18,6.0,8,2,3,1
18,72,91,13,6.5,5,0,2,2
21,15,37,5,6.166666666666667,1,0,1,2
20,15,36,5,6.0,1,0,2,1
24,37,62,9,6.2,5,0,3,0
15,616,632,87,7.181818181818182,32,5,11,3
32,312,345,45,7.5,17,1,10,2
17,79,97,12,7.461538461538462,4,1,3,1
38,121,160,23,6.666666666666667,13,2,4,2
30,22,53,9,5.3,6,0,2,1
40,45,86,14,5.733333333333333,8,0,3,0
41,339,381,52,7.188679245283019,17,3,5,0
28,67,96,17,5.333333333333333,8,0,4,0
33,399,433,50,8.490196078431373,17,3,6,1
16,19,36,6,5.142857142857143,2,0,1,1
20,77,98,15,6.125,6,1,2,1
44,54,99,19,4.95,8,0,4,1
58,31,90,14,6.0,5,0,4,1
18,295,314,48,6.408163265306122,22,2,9,2
24,108,133,23,5.541666666666667,12,1,5,1
46,512,559,71,7.763888888888889,18,3,11,3
30,12,43,6,6.142857142857143,1,0,2,1
28,294,323,44,7.177777777777778,15,6,8,2
43,343,387,45,8.41304347826087,13,3,6,1
22,112,135,19,6.75,8,0,3,1
35,262,298,33,8.764705882352942,6,2,3,1
53,184,238,33,7.0,14,2,5,1
33,429,463,58,7.8474576271186445,13,10,10,2
25,351,377,54,6.8545454545454545,24,6,9,3
16,28,45,8,5.0,3,0,0,0
52,188,241,35,6.694444444444445,15,1,6,1
25,180,206,33,6.0588235294117645,12,3,8,4
43,82,126,20,6.0,8,1,5,1
23,64,88,12,6.769230769230769,5,1,3,1
53,61,115,16,6.764705882352941,5,1,4,2
22,11,34,5,5.666666666666667,4,1,0,0
14,46,61,10,5.545454545454546,0,0,4,1
13,134,148,24,5.92,10,2,6,2
36,256,293,44,6.511111111111111,19,1,10,1
25,78,104,17,5.777777777777778,8,1,1,0
25,370,396,66,5.91044776119403,32,4,12,0
15,467,483,66,7.208955223880597,29,8,5,0
32,102,135,23,5.625,10,2,6,1
35,39,75,14,5.0,6,2,2,1
34,37,72,11,6.0,2,1,4,1
39,37,77,11,6.416666666666667,5,0,2,1
62,96,159,24,6.36,12,2,5,0
60,123,184,25,7.076923076923077,8,1,5,2
18,23,42,6,6.0,3,0,2,0
26,70,97,12,7.461538461538462,3,0,1,1
21,15,37,7,4.625,2,0,1,2
43,30,74,11,6.166666666666667,2,1,3,2
57,77,135,23,5.625,7,2,6,1
56,342,399,47,8.3125,15,3,7,0
29,59,89,11,7.416666666666667,4,2,1,1
37,28,66,12,5.076923076923077,6,1,0,1
31,118,150,25,5.769230769230769,12,3,3,1
40,134,175,24,7.0,10,2,4,0
38,630,669,97,6.826530612244898,35,18,17,9
17,285,303,43,6.886363636363637,13,6,8,2
49,95,145,21,6.590909090909091,6,0,6,1
15,25,41,7,5.125,3,0,0,1
38,22,61,9,6.1,2,1,3,1
62,65,128,20,6.095238095238095,7,1,6,1
14,12,27,4,5.4,1,0,0,1
50,81,132,22,5.739130434782608,11,2,2,0
48,48,97,14,6.466666666666667,7,1,4,0
26,26,53,8,5.888888888888889,4,0,0,1
16,82,99,18,5.2105263157894735,8,0,2,0
26,14,41,6,5.857142857142857,1,0,2,1
47,15,63,10,5.7272727272727275,4,0,4,1
37,144,182,24,7.28,10,2,5,1
22,79,102,15,6.375,5,1,4,1
62,29,92,17,5.111111111111111,6,2,3,1
47,147,195,33,5.735294117647059,7,4,5,2
17,246,264,31,8.25,8,2,4,1
45,45,91,14,6.066666666666666,4,2,3,2
40,68,109,19,5.45,11,2,2,0
18,137,156,23,6.5,7,1,3,1
37,12,50,8,5.555555555555555,2,0,2,1
43,100,144,22,6.260869565217392,9,3,5,0
64,66,131,19,6.55,10,2,3,1
25,72,98,18,5.157894736842105,4,3,0,2
41,247,289,40,7.048780487804878,15,3,5,1
16,37,54,8,6.0,4,0,1,1
49,347,397,47,8.270833333333334,12,4,7,1
38,189,228,37,6.0,15,2,8,2
46,40,87,12,6.6923076923076925,7,1,1,0
33,192,226,31,7.0625,19,3,5,0
23,93,117,19,5.85,10,0,3,0
26,17,44,8,4.888888888888889,4,1,0,1
25,121,147,23,6.125,9,1,5,1
47,175,223,39,5.575,17,2,7,2
43,194,238,39,5.95,18,1,12,0
52,11,64,12,4.923076923076923,5,0,2,2
38,395,434,58,7.3559322033898304,21,5,9,1
26,88,115,19,5.75,7,1,2,1
40,93,134,21,6.090909090909091,7,0,3,0
27,32,60,7,7.5,0,1,3,1
63,51,115,12,8.846153846153847,6,1,1,1
53,179,233,29,7.766666666666667,11,2,7,0
25,24,50,8,5.555555555555555,5,0,2,1
15,327,343,38,8.794871794871796,14,2,7,1
55,59,115,17,6.388888888888889,6,2,6,0
18,65,84,11,7.0,6,2,1,1
35,67,103,19,5.15,9,3,3,1
19,79,99,17,5.5,8,1,2,0
20,214,235,31,7.34375,6,4,2,6
56,64,121,20,5.761904761904762,7,0,5,2
36,82,119,25,4.576923076923077,11,1,7,1
17,15,33,6,4.714285714285714,2,1,1,0
36,413,450,54,8.181818181818182,16,1,12,3
31,12,44,6,6.285714285714286,4,0,2,0
27,115,143,25,5.5,12,3,0,1
12,15,28,5,4.666666666666667,3,1,0,0
24,22,47,7,5.875,3,0,2,0
36,57,94,15,5.875,7,1,4,0
22,42,65,9,6.5,3,0,2,2
33,106,140,22,6.086956521739131,10,1,5,0
63,42,106,13,7.571428571428571,7,1,1,1
35,76,112,19,5.6,11,0,6,0
60,176,237,36,6.405405405405405,13,3,6,0
21,50,72,14,4.8,7,0,3,0
57,159,217,33,6.382352941176471,10,2,5,1
17,41,59,8,6.555555555555555,2,0,1,1
25,41,67,10,6.090909090909091,3,0,3,2
25,12,38,6,5.428571428571429,3,0,1,1
13,93,107,14,7.133333333333334,6,1,2,0
32,42,75,12,5.769230769230769,4,0,3,2
44,359,404,50,7.921568627450981,13,4,9,1
25,159,185,31,5.78125,14,5,7,0
15,588,604,70,8.507042253521126,27,7,9,2
28,115,144,22,6.260869565217392,10,0,5,2
40,266,307,38,7.871794871794871,11,3,6,1
38,302,341,47,7.104166666666667,18,5,6,2
60,72,133,21,6.045454545454546,7,3,4,2
61,18,80,12,6.153846153846154,6,0,3,1
29,182,212,31,6.625,14,1,4,1
41,343,385,46,8.191489361702128,12,3,7,1
35,31,67,9,6.7,3,0,3,1
9,159,169,22,7.3478260869565215,6,3,2,1
14,59,74,13,5.285714285714286,5,2,3,1
15,762,778,88,8.741573033707866,21,3,5,1
38,62,101,16,5.9411764705882355,7,1,4,1
29,53,83,14,5.533333333333333,5,2,4,1
24,81,106,18,5.578947368421052,8,0,5,1
41,48,90,16,5.294117647058823,4,2,4,1
28,479,508,74,6.773333333333333,28,6,9,2
35,343,379,49,7.58,19,5,8,2
29,215,245,37,6.447368421052632,19,5,7,5
48,41,90,14,6.0,6,1,5,0
25,298,324,39,8.1,11,0,4,0
30,15,46,6,6.571428571428571,3,0,1,2
33,12,46,6,6.571428571428571,3,0,1,1
27,49,77,16,4.529411764705882,6,0,2,2
38,395,434,58,7.3559322033898304,22,5,11,1
33,267,301,37,7.921052631578948,10,3,6,1
14,233,248,36,6.702702702702703,15,6,7,2
11,403,415,61,6.693548387096774,22,4,11,2
14,201,216,27,7.714285714285714,9,5,1,1
50,99,150,20,7.142857142857143,5,1,5,2
15,23,39,11,3.25,6,0,1,0
22,343,366,46,7.787234042553192,18,7,7,2
